stop_lat,wheelchair_boarding,stop_code,stop_lon,stop_timezone,stop_url,parent_station,stop_desc,stop_name,location_type,stop_id,zone_id
39.778837,1,14820,-105.109479,,,,Vehicles Travelling North,Kipling St & W 44th Ave,0,14820,14820
39.777502,1,14821,-105.109748,,,,Vehicles Travelling South,Kipling St & W 44th Ave,0,14821,14821
39.781593,1,14824,-105.109774,,,,Vehicles Travelling South,Kipling St & W 48th Ave,0,14824,14824
39.786041,1,14825,-105.109419,,,,Vehicles Travelling North,Kipling St & W 49th Ave,0,14825,14825
39.866329,1,20104,-104.962152,,,,Vehicles Travelling Northeast,Eppinger Blvd & Race St,0,20104,20104
39.630612,1,20101,-104.89625,,,34147,Vehicles Travelling Southeast,S Ulster St & Tufts Ave (Sb),0,20101,20101
39.739291,1,21368,-105.029589,,,,Vehicles Travelling West,W 14th Ave & Irving St,0,21368,21368
39.59487,1,21498,-104.859106,,,,Vehicles Travelling East,Arapahoe Rd & S Lima St,0,21498,21498
39.855853,1,22948,-104.94059,,,,Vehicles Travelling East,88th Ave & Colorado Blvd,0,22948,22948
39.70892,0,33704,-104.992883,,,,Vehicles Travelling North,Alameda Station,1,33704,
39.601315,0,33705,-104.887494,,,,Vehicles Travelling North,Arapahoe at Village Center Station,1,33705,
39.856272,1,11816,-104.963953,,,,Vehicles Travelling West,88th Ave & Hoffman Way,0,11816,11816
39.856079,1,11817,-104.963524,,,,Vehicles Travelling East,88th Ave & Hoffman Way,0,11817,11817
40.016966,0,33700,-105.27665,,,,Vehicles Travelling North,Downtown Boulder Station,1,33700,
39.740986,0,33701,-104.986849,,,,Vehicles Travelling North,Civic Center Station,1,33701,
39.856438,1,11812,-105.098692,,,,Vehicles Travelling West,W 88th Ave & Field St,0,11812,11812
39.758977,0,33703,-104.973786,,,,Vehicles Travelling North,30th / Downing Station,1,33703,
39.856417,1,11818,-105.066432,,,,Vehicles Travelling East,W 88th Ave & Lamar Dr,0,11818,11818
39.561964,0,33709,-104.870532,,,,Vehicles Travelling North,County Line Station,1,33709,
40.163474,1,15151,-105.102641,,,,Vehicles Travelling South,Main St & 3rd Ave,0,15151,15151
40.165077,1,15150,-105.102426,,,,Vehicles Travelling North,Main St & 3rd Ave,0,15150,15150
40.16592,1,15152,-105.102419,,,,Vehicles Travelling North,Main St & 4th Ave,0,15152,15152
40.167551,1,15154,-105.102403,,,,Vehicles Travelling North,Main St & 5th Ave,0,15154,15154
40.1746,1,15159,-105.102369,,,,Vehicles Travelling North,Main St & 9th Ave,0,15159,15159
40.172571,1,15158,-105.102384,,,,Vehicles Travelling North,Main St & 8th Ave,0,15158,15158
39.740032,1,12906,-104.920279,,,,Vehicles Travelling East,Colfax Ave & Ivy St,0,12906,12906
39.73479,1,33560,-105.040409,,,34234,Vehicles Travelling West,Perry Station,0,33560,A
39.735147,1,33561,-105.053616,,,34235,Vehicles Travelling West,Sheridan Station,0,33561,A
39.736683,1,33562,-105.066872,,,34236,Vehicles Travelling West,Lamar Station,0,33562,B
39.736664,1,33563,-105.082063,,,34237,Vehicles Travelling West,Wadsworth Station,0,33563,B
39.736608,1,33564,-105.099811,,,34238,Vehicles Travelling West,Garrison Station,0,33564,B
39.7374,1,33565,-105.120463,,,34239,Vehicles Travelling West,Oak Station,0,33565,B
39.720037,1,33566,-105.12964,,,33741,Vehicles Travelling West,Federal Center Station,0,33566,B
39.725078,1,33567,-105.152812,,,34240,Vehicles Travelling West,Red Rocks Community College Station,0,33567,B
39.726394,1,33568,-105.200985,,,34241,Vehicles Travelling West,Jeffco Government Center Station,0,33568,C
39.740038,1,12899,-104.923144,,,,Vehicles Travelling East,Colfax Ave & Hudson St,0,12899,12899
39.74007,1,12898,-104.965188,,,,Vehicles Travelling West,Colfax Ave & High St,0,12898,12898
39.740274,1,12895,-104.865486,,,,Vehicles Travelling West,Colfax Ave & Havana St,0,12895,12895
39.740036,1,12894,-104.866217,,,,Vehicles Travelling East,Colfax Ave & Havana St,0,12894,12894
39.739936,1,12897,-104.964501,,,,Vehicles Travelling East,Colfax Ave & High St,0,12897,12897
39.740138,1,12891,-104.9839,,,,Vehicles Travelling West,Colfax Ave & Grant St,0,12891,12891
39.740431,1,12893,-105.062351,,,,Vehicles Travelling West,W Colfax Ave & Harlan St,0,12893,12893
39.740229,1,12892,-105.06234,,,,Vehicles Travelling East,W Colfax Ave & Harlan St,0,12892,12892
40.166167,1,26646,-105.09808,,,,Vehicles Travelling North,Collyer St & 4th Ave,0,26646,26646
40.164037,1,26645,-105.097246,,,,Vehicles Travelling West,3rd Ave & Collyer St,0,26645,26645
40.164032,1,26644,-105.093938,,,,Vehicles Travelling West,3rd Ave & Martin St,0,26644,26644
40.164105,1,26643,-105.084012,,,,Vehicles Travelling South,E 3rd Ave & Alpine St,0,26643,26643
40.166561,1,26642,-105.083207,,,,Vehicles Travelling South,Alpine St & E 5th Ave,0,26642,26642
40.166622,1,26641,-105.083005,,,,Vehicles Travelling North,Alpine St & E 5th Ave,0,26641,26641
40.164472,1,26640,-105.083534,,,,Vehicles Travelling North,Alpine St & E 4th Ave,0,26640,26640
40.200842,1,26649,-105.102647,,,,Vehicles Travelling South,Main St & Crisman Dr,0,26649,26649
40.199907,1,26648,-105.102339,,,,Vehicles Travelling North,Main St & 23rd Ave,0,26648,26648
39.874424,1,23640,-104.958839,,,,Vehicles Travelling North,York St & 98th Ave,0,23640,23640
39.776723,1,23038,-105.080494,,,,Vehicles Travelling West,W 44th Ave & Wadsworth Blvd Nearside,0,23038,23038
39.72053,1,23037,-105.081722,,,,Vehicles Travelling South,Wadsworth Blvd & W 2nd Ave,0,23037,23037
39.914135,1,23032,-104.91877,,,,Vehicles Travelling West,120th Ave & Jasmine St,0,23032,23032
39.914,1,23031,-104.918406,,,,Vehicles Travelling East,120th Ave & Jasmine St,0,23031,23031
39.740315,1,12903,-105.104821,,,,Vehicles Travelling West,W Colfax Ave & Independence St,0,12903,12903
39.861484,1,23132,-105.079103,,,,Vehicles Travelling Southeast,9100 Block Vance St,0,23132,23132
39.986807,1,22344,-105.123418,,,,Vehicles Travelling East,South Boulder Rd & Plaza Dr,0,22344,22344
39.987033,1,22345,-105.122603,,,,Vehicles Travelling West,South Boulder Rd & Plaza Dr,0,22345,22345
39.755736,1,22343,-104.819327,,,,Vehicles Travelling North,Sable Blvd & 28th Ave,0,22343,22343
39.860334,1,23133,-105.077284,,,,Vehicles Travelling South,Vance St & W 90th Ave,0,23133,23133
39.622244,1,26501,-104.782096,,,,Vehicles Travelling East,Smoky Hill Rd & S Telluride St,0,26501,26501
39.896667,1,23647,-104.940134,,,,Vehicles Travelling North,Colorado Blvd & Muriel Dr,0,23647,23647
39.613134,1,15010,-104.998721,,,,Vehicles Travelling East,W Littleton Blvd & S Hickory St,0,15010,15010
39.613323,1,15011,-104.999471,,,,Vehicles Travelling West,W Littleton Blvd & S Hickory St,0,15011,15011
39.652631,1,15540,-104.913096,,,,Vehicles Travelling South,S Monaco Pkwy & Hampden Ave,0,15540,15540
39.653247,1,14175,-104.899315,,,,Vehicles Travelling West,Hampden Ave & S Tamarac Dr,0,14175,14175
39.691997,1,19014,-104.913014,,,,Vehicles Travelling South,S Monaco Pkwy & Cherry Crk Dr,0,19014,19014
39.682296,1,19015,-105.08439,,,,Vehicles Travelling West,W Jewell Ave & S Allison St,0,19015,19015
39.783701,1,11269,-104.95432,,,,Vehicles Travelling East,48th Ave & Clayton St,0,11269,11269
39.783321,1,11268,-104.935604,,,,Vehicles Travelling East,4400 Block 48th Ave,0,11268,11268
39.700348,1,19011,-105.044293,,,,Vehicles Travelling East,W Kentucky Ave & S Tennyson St,0,19011,19011
39.700435,1,19012,-105.043437,,,,Vehicles Travelling West,W Kentucky Ave & S Tennyson St,0,19012,19012
39.784676,1,23699,-104.80949,,,,Vehicles Travelling North,Chambers Rd & Green Valley Ranch Blvd,0,23699,23699
39.738279,1,19018,-105.153146,,,,Vehicles Travelling East,W Colfax Ave & Hawthorne Rd,0,19018,19018
39.78389,1,11266,-105.057044,,,,Vehicles Travelling West,W 48th Ave & Chase St,0,11266,11266
39.783748,1,11265,-105.056967,,,,Vehicles Travelling East,W 48th Ave & Chase St,0,11265,11265
39.67488,1,14549,-104.837386,,,,Vehicles Travelling East,Iliff Ave & S Vaughn Way,0,14549,14549
40.147837,1,25343,-105.152804,,,,Vehicles Travelling South,1000 Block Airport Rd,0,25343,25343
40.148287,1,25342,-105.152832,,,,Vehicles Travelling North,1000 Block Airport Rd,0,25342,25342
40.146502,1,25341,-105.151466,,,,Vehicles Travelling West,Airport Rd & Buckthorn Dr,0,25341,25341
39.772693,1,25697,-104.801924,,,,Vehicles Travelling East,40th Ave & 40th Cir W,0,25697,25697
40.146531,1,25344,-105.151794,,,,Vehicles Travelling East,Airport Rd & Buckthorn Dr,0,25344,25344
39.769437,1,11061,-105.049079,,,,Vehicles Travelling West,W 38th Ave & Wolff St,0,11061,11061
39.674877,1,14540,-104.851771,,,,Vehicles Travelling West,Iliff Ave & S Oswego St,0,14540,14540
39.769204,1,11063,-105.015055,,,,Vehicles Travelling East,W 38th Ave & Zuni St,0,11063,11063
39.812596,1,25520,-105.139898,,,,Vehicles Travelling East,W 64th Ave & Ward Rd,0,25520,25520
39.856561,1,21996,-105.006118,,,,Vehicles Travelling South,Pecos St & W 88th Ave,0,21996,21996
39.855338,1,21994,-104.986479,,,33732,Vehicles Travelling North,Thornton PnR Gate B,0,21994,21994
39.734874,1,15496,-104.912847,,,,Vehicles Travelling South,Monaco Pkwy & 12th Ave,0,15496,15496
39.667539,1,17310,-104.93209,,,,Vehicles Travelling West,Yale Ave & S Dahlia St,0,17310,17310
39.667392,1,17315,-104.928071,,,,Vehicles Travelling East,Yale Ave & S Forest St,0,17315,17315
39.66778,1,17314,-105.025643,,,,Vehicles Travelling West,W Yale Ave & S Federal Blvd,0,17314,17314
39.7043,1,12792,-104.876412,,,,Vehicles Travelling South,S Clinton St & Windsor Gardens Lot 2,0,12792,12792
39.704189,1,12793,-104.876323,,,,Vehicles Travelling North,S Clinton St & Windsor Gardens Lot 2,0,12793,12793
39.706088,1,12790,-104.876237,,,,Vehicles Travelling Northwest,S Clinton St & Center Ave,0,12790,12790
39.705445,1,12791,-104.876235,,,,Vehicles Travelling South,S Clinton St & Windsor Gardens Lot 1,0,12791,12791
40.024131,0,34454,-105.25162,,,,Vehicles Travelling North,Boulder Junction at Depot Square Station,1,34454,
39.743162,1,10330,-104.965699,,,,Vehicles Travelling East,17th Ave & Williams St,0,10330,10330
39.744891,1,10336,-104.973807,,,,Vehicles Travelling West,18th Ave & Downing St,0,10336,10336
39.743299,1,10335,-104.959408,,,,Vehicles Travelling East,17th Ave & Josephine St,0,10335,10335
39.7449,1,10338,-104.976504,,,,Vehicles Travelling West,18th Ave & Emerson St,0,10338,10338
39.744875,1,10339,-104.968741,,,,Vehicles Travelling West,18th Ave & Franklin St,0,10339,10339
39.751163,1,16950,-105.081295,,,,Vehicles Travelling North,Wadsworth Blvd & W 23rd Ave,0,16950,16950
39.708456,1,34459,-105.036847,,,,Vehicles Travelling Southwest,Morrison Rd & S Meade St,0,34459,34459
39.680193,1,16404,-104.819213,,,,Vehicles Travelling North,S Sable Blvd & Pacific Pl,0,16404,16404
39.679773,1,16405,-104.819378,,,,Vehicles Travelling South,S Sable Blvd & Pacific Pl,0,16405,16405
39.697008,1,16402,-104.819068,,,,Vehicles Travelling North,S Sable Blvd & Mississippi Ave,0,16402,16402
39.696085,1,16403,-104.819339,,,,Vehicles Travelling South,S Sable Blvd & Mississippi Ave,0,16403,16403
39.693339,1,16400,-104.819177,,,,Vehicles Travelling North,S Sable Blvd & Arkansas Dr,0,16400,16400
40.143182,1,35101,-105.148965,,,,Vehicles Travelling East,Clover Basin Dr & Airport Rd,0,35101,35101
39.762454,1,16959,-105.081296,,,,Vehicles Travelling North,Wadsworth Blvd & W 32nd Ave,0,16959,16959
39.697685,1,16408,-104.819374,,,,Vehicles Travelling South,S Sable Blvd & Tennessee Ave,0,16408,16408
40.014748,1,12240,-105.247114,,,,Vehicles Travelling West,Arapahoe Ave & 38th St,0,12240,12240
40.014454,1,12241,-105.246151,,,,Vehicles Travelling East,Arapahoe Ave & Marine St,0,12241,12241
40.014822,1,12243,-105.216249,,,,Vehicles Travelling West,Arapahoe Ave & Old Tale Rd,0,12243,12243
40.014566,1,12244,-105.216384,,,,Vehicles Travelling East,Arapahoe Ave & Old Tale Rd,0,12244,12244
39.595162,1,12246,-104.898571,,,,Vehicles Travelling West,Arapahoe Rd & S Syracuse St,0,12246,12246
39.594965,1,12247,-104.949469,,,,Vehicles Travelling East,Arapahoe Rd & S Adams Way,0,12247,12247
39.594952,1,12249,-104.986864,,,,Vehicles Travelling East,Arapahoe Rd & S Broadway,0,12249,12249
39.743125,1,15499,-104.91285,,,,Vehicles Travelling South,Monaco Pkwy & 17th Ave,0,15499,15499
39.796336,1,20821,-105.079697,,,,Vehicles Travelling West,W 55th Ave & Vance St,0,20821,20821
39.791184,1,20820,-105.077253,,,,Vehicles Travelling West,W 52nd Ave & Saulsbury Ct,0,20820,20820
39.790981,1,20823,-105.076232,,,,Vehicles Travelling East,W 52nd Ave & Teller St,0,20823,20823
39.798667,1,20825,-105.067396,,,,Vehicles Travelling North,Lamar St & W 56th Ave,0,20825,20825
39.790974,1,20824,-105.073582,,,,Vehicles Travelling East,W 52nd Ave & Quay St,0,20824,20824
39.801898,1,20827,-105.08104,,,,Vehicles Travelling East,Ralston Rd & Wadsworth Blvd,0,20827,20827
39.798514,1,20826,-105.067742,,,,Vehicles Travelling South,Lamar St & W 56th Ave,0,20826,20826
39.858712,1,20829,-104.953082,,,35364,Vehicles Travelling South,Original Thornton & 88th Station Gate B,0,20829,20829
39.761747,1,21440,-104.92206,,,,Vehicles Travelling East,MLK Blvd & Holly St,0,21440,21440
39.773141,1,16716,-105.011164,,,,Vehicles Travelling North,Tejon St & W 41st Ave,0,16716,16716
39.863714,1,21442,-105.049877,,,,Vehicles Travelling West,W 92nd Ave and City Center Dr,0,21442,21442
39.716295,1,24123,-104.791015,,,,Vehicles Travelling North,Airport Blvd & Centretech Pkwy,0,24123,24123
39.632863,1,24126,-104.893241,,,,Vehicles Travelling South,S DTC Blvd & Tufts Ave,0,24126,24126
39.772702,1,16717,-105.011288,,,,Vehicles Travelling South,Tejon St & W 41st Ave,0,16717,16717
39.647816,1,21448,-105.000485,,,,Vehicles Travelling North,S Kalamath St & W Lehigh Ave,0,21448,21448
39.659599,1,16246,-105.043553,,,,Vehicles Travelling Northwest,S Raleigh St & W Dartmouth Ave,0,16246,16246
39.841769,1,22979,-104.914581,,,,Vehicles Travelling West,80th Ave & Larkwood St,0,22979,22979
39.841598,1,22978,-104.912566,,,,Vehicles Travelling North,Monaco St & 80th Ave,0,22978,22978
39.729126,1,11859,-104.969752,,,,Vehicles Travelling West,8th Ave & Humboldt St,0,11859,11859
39.834423,1,22975,-104.914811,,,,Vehicles Travelling East,76th Ave & Leyden St,0,22975,22975
40.053974,1,19960,-105.10285,,,,Vehicles Travelling South,US 287 & Goose Haven Dr,0,19960,19960
39.839566,1,22977,-104.91258,,,,Vehicles Travelling North,Monaco St & 78th Way,0,22977,22977
39.834684,1,22976,-104.912602,,,,Vehicles Travelling North,Monaco St & 76th Pl,0,22976,22976
39.831597,1,22970,-104.917389,,,,Vehicles Travelling South,Kearney St & 74th Pl,0,22970,22970
39.831721,1,22973,-104.917263,,,,Vehicles Travelling North,Kearney St & 74th Pl,0,22973,22973
39.766635,1,16713,-105.011265,,,,Vehicles Travelling South,Tejon St & W 36th Ave,0,16713,16713
39.664904,1,16242,-105.042873,,,,Vehicles Travelling Northeast,S Raleigh St & W Amherst Ave,0,16242,16242
39.665183,1,16243,-105.042836,,,,Vehicles Travelling Southwest,S Raleigh St & W Amherst Ave,0,16243,16243
39.772981,1,33039,-104.789103,,,,Vehicles Travelling West,40th Ave & Airport Blvd,0,33039,33039
39.777591,1,18813,-104.834548,,,,Vehicles Travelling Northwest,Albrook Dr & Anaheim Ct,0,18813,18813
39.653131,1,14149,-104.927521,,,,Vehicles Travelling West,Hampden Ave & S Forest St,0,14149,14149
39.653149,1,14148,-104.872639,,,,Vehicles Travelling West,Hampden Ave & S Florence St,0,14148,14148
39.899804,1,33037,-105.028104,,,,Vehicles Travelling West,W 112th Ave & Irving Dr,0,33037,33037
39.652942,1,14147,-104.871393,,,,Vehicles Travelling East,Hampden Ave & S Florence St,0,14147,14147
39.653332,1,14146,-105.025864,,,,Vehicles Travelling West,W Hampden Ave & S Federal Blvd,0,14146,14146
39.653157,1,14141,-104.876129,,,,Vehicles Travelling West,Hampden Ave & S Dayton St,0,14141,14141
39.777605,1,18811,-104.824111,,,,Vehicles Travelling South,Andrews Dr & 44th Ave,0,18811,18811
39.653196,1,14142,-104.973919,,,,Vehicles Travelling West,Hampden Ave & S Downing St,0,14142,14142
39.914282,1,33035,-105.046861,,,,Vehicles Travelling West,W 120th Ave & Vrain St,0,33035,33035
39.933697,0,33744,-105.123056,,,,Vehicles Travelling North,US 36 / Flatiron Station East Side,1,33744,
39.912175,1,33033,-104.871882,,,,Vehicles Travelling East,120th Ave & Brighton Rd,0,33033,33033
39.780549,1,15819,-105.006359,,,,Vehicles Travelling North,Pecos St & W 46th Ave,0,15819,15819
39.677739,1,13111,-104.940971,,,,Vehicles Travelling South,S Colorado Blvd & Evans Ave,0,13111,13111
39.678771,1,13110,-104.940518,,,,Vehicles Travelling North,S Colorado Blvd & Evans Ave,0,13110,13110
39.688961,1,13117,-104.940819,,,,Vehicles Travelling South,S Colorado Blvd & Florida Ave,0,13117,13117
39.689612,1,13116,-104.940486,,,,Vehicles Travelling North,S Colorado Blvd & Florida Ave,0,13116,13116
39.704179,1,13115,-104.940888,,,,Vehicles Travelling South,S Colorado Blvd & Exposition Ave,0,13115,13115
39.704415,1,13114,-104.940479,,,,Vehicles Travelling North,S Colorado Blvd & Exposition Ave,0,13114,13114
39.878437,1,15815,-105.006527,,,,Vehicles Travelling East,W 100th Ave & Pecos St,0,15815,15815
39.776489,1,11182,-105.052778,,,,Vehicles Travelling East,W 44th Ave & Sheridan Blvd,0,11182,11182
39.776635,1,11183,-105.053774,,,,Vehicles Travelling West,W 44th Ave & Sheridan Blvd,0,11183,11183
39.863377,1,18338,-105.026662,,,,Vehicles Travelling East,W 92nd Ave & Grove St,0,18338,18338
39.86342,1,18339,-105.024604,,,,Vehicles Travelling East,W 92nd Ave & Federal Blvd,0,18339,18339
39.863599,1,18332,-105.045277,,,,Vehicles Travelling West,W 92nd Ave & Vrain St,0,18332,18332
39.863433,1,18333,-105.044944,,,,Vehicles Travelling East,W 92nd Ave & Vrain St,0,18333,18333
39.863577,1,18330,-105.037868,,,,Vehicles Travelling West,W 92nd Ave & Osceola St,0,18330,18330
39.863582,1,18331,-105.040721,,,,Vehicles Travelling West,W 92nd Ave & Raleigh St,0,18331,18331
39.819811,1,14365,-104.922943,,,,Vehicles Travelling Northwest,Holly St & Hwy 2,0,14365,14365
40.152459,1,33914,-105.158478,,,,Vehicles Travelling East,Nelson Rd & Gooseberry Dr,0,33914,33914
39.863423,1,18334,-105.040713,,,,Vehicles Travelling East,W 92nd Ave & Stuart St,0,18334,18334
39.863412,1,18335,-105.037011,,,,Vehicles Travelling East,W 92nd Ave & Osceola St,0,18335,18335
39.649366,1,20313,-104.998848,,,,Vehicles Travelling East,W Kenyon Ave & S Jason St,0,20313,20313
39.909601,1,19560,-105.07192,,,,Vehicles Travelling South,Main St & W 117th Ave,0,19560,19560
40.014789,1,33250,-105.086548,,,,Vehicles Travelling West,Arapahoe Rd & Hawkridge Rd,0,33250,33250
39.644306,1,20315,-105.000533,,,,Vehicles Travelling North,S Kalamath St & W Nassau Ave,0,20315,20315
39.647352,1,20314,-105.000643,,,,Vehicles Travelling South,S Kalamath St & W Lehigh Ave,0,20314,20314
39.718937,1,16390,-104.819255,,,,Vehicles Travelling North,Sable Blvd & 2nd Ave,0,16390,16390
39.899746,1,19563,-105.069012,,,,Vehicles Travelling East,W 112th Ave & Newland St,0,19563,19563
39.681397,1,16396,-104.819406,,,,Vehicles Travelling South,S Sable Blvd & Jewell Ave,0,16396,16396
39.899688,1,19566,-105.058176,,,,Vehicles Travelling East,W 112th Ave & Eaton St,0,19566,19566
39.596342,1,23200,-104.881017,,,,Vehicles Travelling South,S Boston St & Arapahoe Rd,0,23200,23200
39.759189,1,23205,-104.973652,,,33703,Vehicles Travelling Northwest,30th & Downing Station,0,23205,23205
39.758698,1,23206,-104.973412,,,33703,Vehicles Travelling South,Downing St & 30th St,0,23206,23206
39.711216,1,23207,-104.985674,,,,Vehicles Travelling West,Alameda Ave & S Lincoln St,0,23207,23207
39.713009,1,23208,-104.986864,,,,Vehicles Travelling West,Cedar Ave & S Lincoln St,0,23208,23208
39.716184,1,23209,-104.992225,,,,Vehicles Travelling South,S Cherokee St & W Ellsworth Ave,0,23209,23209
